document_ID,question_ID,question,prediction_ID,prediction_sentence
25,18,"Which civilization advanced in astronomy, mathematics, and medicine?",[15],"Ancient Egypt made significant advances in astronomy, mathematics and medicine."
25,19,What did Egyptians use to better organize their farmland?,[87],No symbol was used for zero.
25,20,What theory did the Egyptians use to build rectilinear structures?,[17],"The 3-4-5 right triangle and other rules of thumb were used to build rectilinear structures, and the post and lintel architecture of Egypt."
25,21,What research was Egypt known for?,[15],"Ancient Egypt made significant advances in astronomy, mathematics and medicine."
25,22,What is the name of the earliest medical document?,[18],"Egypt was also a center of alchemy research for much of the Mediterranean.The Edwin Smith papyrus is one of the first medical documents still extant, and perhaps the earliest document that attempts to describe and analyse the brain: it might be seen as the very beginnings of modern neuroscience."
25,23,Where did the Mesopotamian people originate from?,[23],"From their beginnings in Sumer (now Iraq) around 3500 BC, the Mesopotamian people began to attempt to record some observations of the world with numerical data."
25,24,How far back do the Mesopotamian people go?,[23],"From their beginnings in Sumer (now Iraq) around 3500 BC, the Mesopotamian people began to attempt to record some observations of the world with numerical data."
25,25,What did the Mesopotamian use to record data about the world around them?,[23],"From their beginnings in Sumer (now Iraq) around 3500 BC, the Mesopotamian people began to attempt to record some observations of the world with numerical data."
25,26,What was the earliest recording of Pythagoras' law?,[25],"A concrete instance of Pythagoras' law was recorded, as early as the 18th century BC: the Mesopotamian cuneiform tablet Plimpton 322 records a number of Pythagorean triplets (3,4,5) (5,12,13)."
25,27,Which tablet had Pythagorean triplets on it?,[25],"A concrete instance of Pythagoras' law was recorded, as early as the 18th century BC: the Mesopotamian cuneiform tablet Plimpton 322 records a number of Pythagorean triplets (3,4,5) (5,12,13)."
25,28,Who wrote on the clay tablets in Babylonian astronomy?,[27],"In Babylonian astronomy, records of the motions of the stars, planets, and the moon are left on thousands of clay tablets created by scribes."
25,29,Where are Mesopotamian astronomical periods still used?,[28],"Even today, astronomical periods identified by Mesopotamian proto-scientists are still widely used in Western calendars such as the solar year and the lunar month."
25,30,Who was Kidinnu?,[30],"Only a few astronomers' names are known, such as that of Kidinnu, a Chaldean astronomer and mathematician."
25,31,Who believes that the Hellenistic world relies on Babylonian astronomy?,[33],"According to the historian A. Aaboe, ""all subsequent varieties of scientific astronomy, in the Hellenistic world, in India, in Islam, and in the West—if not indeed all subsequent endeavour in the exact sciences—depend upon Babylonian astronomy in decisive and fundamental ways."""
25,32,Where can Kidinnu's solar year be found in use?,[31],Kiddinu's value for the solar year is in use for today's calendars.
25,33,Which era was marked by investigating the universe?,[289],The end of the 19th century marks the start of psychology as a scientific enterprise.
25,34,What type of science are making a calendar and finding cures for diseases a part of?,[34],"In Classical Antiquity, the inquiry into the workings of the universe took place both in investigations aimed at such practical goals as establishing a reliable calendar or determining how to cure a variety of illnesses and in those abstract investigations known as natural philosophy."
25,35,What is an example of skilled professionals?,[35],"The ancient people who are considered the first scientists may have thought of themselves as natural philosophers, as practitioners of a skilled profession (for example, physicians), or as followers of a religious tradition (for example, temple healers)."
25,36,What is an example of religious devotee?,[35],"The ancient people who are considered the first scientists may have thought of themselves as natural philosophers, as practitioners of a skilled profession (for example, physicians), or as followers of a religious tradition (for example, temple healers)."
25,37,What would the first scientists have been considered?,[120],"Some have also described Ibn al-Haytham as the ""first scientist"" for his development of the modern scientific method."
25,38,What are early Greek philosophers known as?,[36],"The earliest Greek philosophers, known as the pre-Socratics, provided competing answers to the question found in the myths of their neighbors: ""How did the ordered cosmos in which we live come to be?"""
25,39,What question were Greek philosophers trying to answer?,[36],"The earliest Greek philosophers, known as the pre-Socratics, provided competing answers to the question found in the myths of their neighbors: ""How did the ordered cosmos in which we live come to be?"""
25,40,"Who was named ""the father of science""?",[30],"Only a few astronomers' names are known, such as that of Kidinnu, a Chaldean astronomer and mathematician."
25,41,Which religious deity did Thales undermine with his scientific theories?,[157],"Thus, a suitable environment was created in which it became possible to question scientific doctrine, in much the same way that Martin Luther and John Calvin questioned religious doctrine."
25,42,Who was the first person to determine that the Earth is round?,[53],"The astronomer Aristarchus of Samos was the first known person to propose a heliocentric model of the solar system, while the geographer Eratosthenes accurately calculated the circumference of the Earth."
25,43,Plato and Aristotle are known for systematically discussing what?,[41],"Subsequently, Plato and Aristotle produced the first systematic discussions of natural philosophy, which did much to shape later investigations of nature."
25,44,What discussion technique are Plato and Aristotle responsible for?,[41],"Subsequently, Plato and Aristotle produced the first systematic discussions of natural philosophy, which did much to shape later investigations of nature."
25,45,What year was the Platonic Academy founded?,[43],"Plato founded the Platonic Academy in 387 BC, whose motto was ""Let none unversed in geometry enter here"", and turned out many notable philosophers."
25,46,Aristotle introduced what theory?,[39],"Leucippus (5th century BC) introduced atomism, the theory that all matter is made of indivisible, imperishable units called atoms."
25,47,How many species of animals were classified by Aristotle?,[46],"He made countless observations of nature, especially the habits and attributes of plants and animals in the world around him, classified more than 540 animal species, and dissected at least 50."
25,48,"Anatomy, zoology, geography, and studies like them are considered what?",[48],"The important legacy of this period included substantial advances in factual knowledge, especially in anatomy, zoology, botany, mineralogy, geography, mathematics and astronomy; an awareness of the importance of certain scientific problems, especially those related to the problem of change and its causes; and a recognition of the methodological importance of applying mathematics to natural phenomena and of undertaking empirical research."
25,49,What era utilized Greek theories?,[115],Muslim scientists placed far greater emphasis on experiment than had the Greeks.
25,50,What scientific theory was created by the Greeks?,[110],"In the Middle East, Greek philosophy was able to find some support under the newly created Arab Empire."
25,51,"Who employed logic, geometry, and natural sciences?",[51],"Neither reason nor inquiry began with the Ancient Greeks, but the Socratic method did, along with the idea of Forms, great advances in geometry, logic, and the natural sciences."
25,52,Greek thought is predominately applying mathematics and what other method?,[49],"In the Hellenistic age scholars frequently employed the principles developed in earlier Greek thought: the application of mathematics and deliberate empirical research, in their scientific investigations."
25,53,Who created the sun-centered model of the solar system?,[173],Nicolaus Copernicus revived the heliocentric model of the solar system described by Aristarchus of Samos.
25,54,Who was able to determine the circumference of the Earth?,[53],"The astronomer Aristarchus of Samos was the first known person to propose a heliocentric model of the solar system, while the geographer Eratosthenes accurately calculated the circumference of the Earth."
25,55,Who made the first catalog of stars?,[54],Hipparchus (c. 190 – c. 120 BC) produced the first systematic star catalog.
25,56,When was the Antikythera mechanism used?,[55],"The level of achievement in Hellenistic astronomy and engineering is impressively shown by the Antikythera mechanism (150-100 BC), an analog computer for calculating the position of planets."
25,57,What was used to determine the position of planets within the solar system?,[84],Mathematics: From the earliest the Chinese used a positional decimal system on counting boards in order to calculate.
25,58,Who wrote the book Elements?,[162],The thesis of Copernicus' book was that the Earth moved around the Sun.
25,59,What was contained within the book Elements?,[162],The thesis of Copernicus' book was that the Earth moved around the Sun.
25,60,Who was able to determine the the area under a parabola?,[58],"Archimedes, considered one of the greatest mathematicians of all time, is credited with using the method of exhaustion to calculate the area under the arc of a parabola with the summation of an infinite series, and gave a remarkably accurate approximation of Pi."
25,61,What method did Archimedes employ to determine the area under a parabola?,[58],"Archimedes, considered one of the greatest mathematicians of all time, is credited with using the method of exhaustion to calculate the area under the arc of a parabola with the summation of an infinite series, and gave a remarkably accurate approximation of Pi."
25,62,Which mathematical figure did Archimedes approximate?,[58],"Archimedes, considered one of the greatest mathematicians of all time, is credited with using the method of exhaustion to calculate the area under the arc of a parabola with the summation of an infinite series, and gave a remarkably accurate approximation of Pi."
25,63,What classification guide did Theophrastus create?,[272],"He postulated an ""invisible hand"" that regulated economic systems made up of actors guided only by self-interest."
25,64,In what year did Pliny the Elder publish the largest encyclopedia?,[61],"Pliny the Elder produced what is one of the largest encyclopedias of the natural world in 77 AD, and must be regarded as the rightful successor to Theophrastus."
25,65,What did Pliny the Elder observe about diamonds?,[61],"Pliny the Elder produced what is one of the largest encyclopedias of the natural world in 77 AD, and must be regarded as the rightful successor to Theophrastus."
25,66,Who do engravers use diamond dust for?,[62],"For example, he accurately describes the octahedral shape of the diamond, and proceeds to mention that diamond dust is used by engravers to cut and polish other gems owing to its great hardness."
25,67,What characteristic was Pliny the Elder the first to recognize about amber?,[61],"Pliny the Elder produced what is one of the largest encyclopedias of the natural world in 77 AD, and must be regarded as the rightful successor to Theophrastus."
25,68,The Indus Valley Civilization was the first to have traces of what?,[66],Mathematics: The earliest traces of mathematical knowledge in the Indian subcontinent appear with the Indus Valley Civilization (c. 4th millennium BC ~ c. 3rd millennium BC).
25,69,What proportional size were the bricks that the civilization used?,[67],"The people of this civilization made bricks whose dimensions were in the proportion 4:2:1, considered favorable for the stability of a brick structure."
25,70,What characteristic determined the proportions of the bricks?,[67],"The people of this civilization made bricks whose dimensions were in the proportion 4:2:1, considered favorable for the stability of a brick structure."
25,71,What was the name of the ruler that they created?,[30],"Only a few astronomers' names are known, such as that of Kidinnu, a Chaldean astronomer and mathematician."
25,72,How long were the units in inches of the Mohenjo-daro ruler?,[69],They designed a ruler—the Mohenjo-daro ruler—whose unit of length (approximately 1.32 inches or 3.4 centimetres) was divided into ten equal parts.
25,73,When did Aryabhata live?,[199],"Application of the techniques of organic chemistry to living organisms resulted in physiological chemistry, the precursor to biochemistry."
25,74,What were the trigonometric functions that Aryabhata discovered?,[71],"Indian astronomer and mathematician Aryabhata (476-550), in his Aryabhatiya (499) introduced a number of trigonometric functions (including sine, versine, cosine and inverse sine), trigonometric tables, and techniques and algorithms of algebra."
25,75,What theory did Brahmagupta suggest in 628 AD?,[72],"In 628 AD, Brahmagupta suggested that gravity was a force of attraction."
25,76,What did Brahmagupta use the number zero for?,[87],No symbol was used for zero.
25,77,What language did the work of Brahmagupta and Aryabhata have to be translated from?,[113],"The use of a single language, Arabic, allowed communication without need of a translator."
25,78,Which text was the first to have concepts of astronomy in it?,[77],"Astronomy: The first textual mention of astronomical concepts comes from the Vedas, religious literature of India."
25,79,Who wrote the first 12 chapters of the Siddhanta Shiromani?,[79],"The first 12 chapters of the Siddhanta Shiromani, written by Bhāskara in the 12th century, cover topics such as: mean longitudes of the planets; true longitudes of the planets; the three problems of diurnal rotation; syzygies; lunar eclipses; solar eclipses; latitudes of the planets; risings and settings; the moon's crescent; conjunctions of the planets with each other; conjunctions of the planets with the fixed stars; and the patas of the sun and moon."
25,80,In what time period was the Siddhanta Shiromani written?,[79],"The first 12 chapters of the Siddhanta Shiromani, written by Bhāskara in the 12th century, cover topics such as: mean longitudes of the planets; true longitudes of the planets; the three problems of diurnal rotation; syzygies; lunar eclipses; solar eclipses; latitudes of the planets; risings and settings; the moon's crescent; conjunctions of the planets with each other; conjunctions of the planets with the fixed stars; and the patas of the sun and moon."
25,81,The second section of the Siddhanta Shiromani has how many chapters?,[80],"The 13 chapters of the second part cover the nature of the sphere, as well as significant astronomical and trigonometric calculations based on it."
25,82,What topic does the second part of the Siddhanta Shiromani contain?,[79],"The first 12 chapters of the Siddhanta Shiromani, written by Bhāskara in the 12th century, cover topics such as: mean longitudes of the planets; true longitudes of the planets; the three problems of diurnal rotation; syzygies; lunar eclipses; solar eclipses; latitudes of the planets; risings and settings; the moon's crescent; conjunctions of the planets with each other; conjunctions of the planets with the fixed stars; and the patas of the sun and moon."
25,83,Where are the Neolithic graveyards?,[81],Medicine: Findings from Neolithic graveyards in what is now Pakistan show evidence of proto-dentistry among an early farming culture.
25,84,What do the findings in the graveyards show evidence of?,[81],Medicine: Findings from Neolithic graveyards in what is now Pakistan show evidence of proto-dentistry among an early farming culture.
25,85,What kind of medicine was practiced in India before 2500 BC?,[82],"Ayurveda is a system of traditional medicine that originated in ancient India before 2500 BC, and is now practiced as a form of alternative medicine in other parts of the world."
25,86,What is the name of the text that has information regarding Ayurveda?,[30],"Only a few astronomers' names are known, such as that of Kidinnu, a Chaldean astronomer and mathematician."
25,87,What information is in the Susrutasamhita of Susruta?,[14],"These other tasks included systematic studies of nature, study of written information gathered and recorded by others, and often of adding to that body of information."
25,88,What method did early Chinese mathematicians use to calculate?,[84],Mathematics: From the earliest the Chinese used a positional decimal system on counting boards in order to calculate.
25,89,One rod in the second box from the right is what number?,[85],"To express 10, a single rod is placed in the second box from the right."
25,90,When did negative numbers and decimals start being used?,[88],"By the 1st century BC, negative numbers and decimal fractions were in use and The Nine Chapters on the Mathematical Art included methods for extracting higher order roots by Horner's method and solving linear equations and by Pythagoras' theorem."
25,91,What text includes Horner's method?,[88],"By the 1st century BC, negative numbers and decimal fractions were in use and The Nine Chapters on the Mathematical Art included methods for extracting higher order roots by Horner's method and solving linear equations and by Pythagoras' theorem."
25,92,What advanced mathematical methods did the Tang dynasty have?,[15],"Ancient Egypt made significant advances in astronomy, mathematics and medicine."
25,93,What observations in astronomy did China record?,[91],"Astronomy: Astronomical observations from China constitute the longest continuous sequence from any civilisation and include records of sunspots (112 records from 364 BC), supernovas (1054), lunar and solar eclipses."
25,94,What kind of predictions were made during the 12th century?,[92],"By the 12th century, they could reasonably accurately make predictions of eclipses, but the knowledge of this was lost during the Ming dynasty, so that the Jesuit Matteo Ricci gained much favour in 1601 by his predictions."
25,95,Who made predictions in 1601?,[92],"By the 12th century, they could reasonably accurately make predictions of eclipses, but the knowledge of this was lost during the Ming dynasty, so that the Jesuit Matteo Ricci gained much favour in 1601 by his predictions."
25,96,What year did Chinese astronomers start to observe comets?,[93],By 635 Chinese astronomers had observed that the tails of comets always point away from the sun.
25,97,How many records of sunspots are there?,[318],He shared with many of his contemporaries a Whiggish belief in history as a record of the advances and delays in the march of progress.
25,98,What was invented in 132 CE?,[94],"Seismology: To better prepare for calamities, Zhang Heng invented a seismometer in 132 CE which provided instant alert to authorities in the capital Luoyang that an earthquake had occurred in a location indicated by a specific cardinal or ordinal direction."
25,99,What occurrence is measured by a seismometer?,[97],See Zhang's seismometer for further details.
25,100,What is the Chinese name for a seismometer?,[97],See Zhang's seismometer for further details.
25,101,What did the Chinese caused earthquakes?,[106],"Through their correspondence European scientists first learned about the Chinese science and culture."""
25,102,What was Luoyang renamed to?,[94],"Seismology: To better prepare for calamities, Zhang Heng invented a seismometer in 132 CE which provided instant alert to authorities in the capital Luoyang that an earthquake had occurred in a location indicated by a specific cardinal or ordinal direction."
25,103,Who discovered the idea of true north?,[99],"One of the best examples would be Shen Kuo (1031–1095), a polymath scientist and statesman who was the first to describe the magnetic-needle compass used for navigation, discovered the concept of true north, improved the design of the astronomical gnomon, armillary sphere, sight tube, and clepsydra, and described the use of drydocks to repair boats."
25,104,When was Shen Kuo alive?,[102],"If not for Shen Kuo's writing, the architectural works of Yu Hao would be little known, along with the inventor of movable type printing, Bi Sheng (990-1051)."
25,105,What are drydocks used for?,[87],No symbol was used for zero.
25,106,What did silt and marine fossils teach Shen Kuo?,[100],"After observing the natural process of the inundation of silt and the find of marine fossils in the Taihang Mountains (hundreds of miles from the Pacific Ocean), Shen Kuo devised a theory of land formation, or geomorphology."
25,107,What did Shen Kuo study to discover climate change?,[99],"One of the best examples would be Shen Kuo (1031–1095), a polymath scientist and statesman who was the first to describe the magnetic-needle compass used for navigation, discovered the concept of true north, improved the design of the astronomical gnomon, armillary sphere, sight tube, and clepsydra, and described the use of drydocks to repair boats."
25,108,Who was the Needham Research Institute named after?,[107],Western academic thought on the history of Chinese technology and science was galvanized by the work of Joseph Needham and the Needham Research Institute.
25,109,What type of bridge originated in China?,[82],"Ayurveda is a system of traditional medicine that originated in ancient India before 2500 BC, and is now practiced as a form of alternative medicine in other parts of the world."
25,110,What type of map originated in China?,[82],"Ayurveda is a system of traditional medicine that originated in ancient India before 2500 BC, and is now practiced as a form of alternative medicine in other parts of the world."
25,111,What type of fan originated in China?,[82],"Ayurveda is a system of traditional medicine that originated in ancient India before 2500 BC, and is now practiced as a form of alternative medicine in other parts of the world."
25,112,What type of globe did Zhang Heng invent?,[94],"Seismology: To better prepare for calamities, Zhang Heng invented a seismometer in 132 CE which provided instant alert to authorities in the capital Luoyang that an earthquake had occurred in a location indicated by a specific cardinal or ordinal direction."
25,113,What was a consequence of the Roman Empire being divided?,[109],"With the division of the Roman Empire, the Western Roman Empire lost contact with much of its past."
25,114,Where was support found for Greek philosophy?,[110],"In the Middle East, Greek philosophy was able to find some support under the newly created Arab Empire."
25,115,What time period was marked by the spreading of Islam?,[111],"With the spread of Islam in the 7th and 8th centuries, a period of Muslim scholarship, known as the Islamic Golden Age, lasted until the 13th century."
25,116,How long did the Islamic Golden Age last?,[111],"With the spread of Islam in the 7th and 8th centuries, a period of Muslim scholarship, known as the Islamic Golden Age, lasted until the 13th century."
25,117,What language did Muslim philosophers speak?,[50],"Thus, clear unbroken lines of influence lead from ancient Greek and Hellenistic philosophers, to medieval Muslim philosophers and scientists, to the European Renaissance and Enlightenment, to the secular sciences of the modern day."
25,118,What method did Muslim scientists use more than the Greeks?,[115],Muslim scientists placed far greater emphasis on experiment than had the Greeks.
25,119,What book did Ibn al-Haytham write?,[120],"Some have also described Ibn al-Haytham as the ""first scientist"" for his development of the modern scientific method."
25,120,What law did the Persians know of?,[117],The law of refraction of light was known to the Persians.
25,121,What was Ibn al-Haytham's nickname?,[120],"Some have also described Ibn al-Haytham as the ""first scientist"" for his development of the modern scientific method."
25,122,What theory did Ibn al-Haytham have proof for?,[119],"Ibn al-Haytham is also regarded as the father of optics, especially for his empirical proof of the intromission theory of light."
25,123,What was Muhammad ibn Musa al-Khwarizmi's profession?,[121],"In mathematics, the Persian mathematician Muhammad ibn Musa al-Khwarizmi gave his name to the concept of the algorithm, while the term algebra is derived from al-jabr, the beginning of the title of one of his publications."
25,124,"Where does the word ""algebra"" come from?",[152],New ideas also helped to influence the development of European science at this point: not least the introduction of Algebra.
25,125,Where did Arabic numerals originate?,[122],"What is now known as Arabic numerals originally came from India, but Muslim mathematicians did make several refinements to the number system, such as the introduction of decimal point notation."
25,126,What did Muslim mathematicians add to Arabic numerals?,[122],"What is now known as Arabic numerals originally came from India, but Muslim mathematicians did make several refinements to the number system, such as the introduction of decimal point notation."
25,127,What area of science did Al-Razi contribute to?,[123],"Sabian mathematician Al-Battani (850-929) contributed to astronomy and mathematics, while Persian scholar Al-Razi contributed to chemistry and medicine."
25,128,Whose work did Al-Battani improve?,[125],Al-Battani also improved the precision of the measurement of the precession of the Earth's axis.
25,129,What does He Megale Syntaxis mean?,[338],"Is it enough to say that we did not really mean what we meant?"""
25,130,Which measurement did Al-Battani improve upon?,[125],Al-Battani also improved the precision of the measurement of the precession of the Earth's axis.
25,131,The geocentric model is similar to what other model?,[126],"The corrections made to the geocentric model by al-Battani, Ibn al-Haytham, Averroes and the Maragha astronomers such as Nasir al-Din al-Tusi, Mo'ayyeduddin Urdi and Ibn al-Shatir are similar to Copernican heliocentric model."
25,132,Who was most influential in Islamic philosophy?,[128],Ibn Sina (Avicenna) is regarded as the most influential philosopher of Islam.
25,133,What method did Ibn Sina introduce?,[128],Ibn Sina (Avicenna) is regarded as the most influential philosopher of Islam.
25,134,What does Kitab al-shifa mean?,[338],"Is it enough to say that we did not really mean what we meant?"""
25,135,The Kitab al-shifa and The Canon of Medicine are considered what?,[130],"His two most notable works in medicine are the Kitāb al-shifāʾ (""Book of Healing"") and The Canon of Medicine, both of which were used as standard medicinal texts in both the Muslim world and in Europe well into the 17th century."
25,136,What characteristic did Ibn Sina find out about infectious diseases?,[128],Ibn Sina (Avicenna) is regarded as the most influential philosopher of Islam.
25,137,When were medieval universities created?,[132],An intellectual revitalization of Europe started with the birth of medieval universities in the 12th century.
25,138,Who sponsored the Toledo School of Translators?,[134],"European scholars had access to the translation programs of Raymond of Toledo, who sponsored the 12th century Toledo School of Translators from Arabic to Latin."
25,139,"At the Toledo School of Translators, what language was Arabic text translated into?",[134],"European scholars had access to the translation programs of Raymond of Toledo, who sponsored the 12th century Toledo School of Translators from Arabic to Latin."
25,140,Which translator learned Arabic to be able to study the Arabic texts directly?,[135],Later translators like Michael Scotus would learn Arabic in order to study these texts directly.
25,141,What language did the important scientific works get translated into for universities and monasteries?,[138],"At the beginning of the 13th century, there were reasonably accurate Latin translations of the main works of almost all the intellectually crucial ancient authors, allowing a sound transfer of scientific ideas via both the universities and the monasteries."
25,142,Who favored empirical methods?,[118],"The most important development of the scientific method was the use of experiments to distinguish between competing scientific theories set within a generally empirical orientation, which began among Muslim scientists."
25,143,Who favored mathematics?,[15],"Ancient Egypt made significant advances in astronomy, mathematics and medicine."
25,144,Who wrote the Catholic Church's Condemnation of 1277?,[141],"Pierre Duhem's provocative thesis of the Catholic Church's Condemnation of 1277 led to the study of medieval science as a serious discipline, ""but no one in the field any longer endorses his view that modern science started in 1277""."
25,145,What era was important for scientific advancements?,[42],Their development of deductive reasoning was of particular importance and usefulness to later scientific inquiry.
25,146,Who pioneered parsimony?,[129],He pioneered the science of experimental medicine and was the first physician to conduct clinical trials.
25,147,What theory is based off of projectiles' motion?,[146],"In particular, Buridan developed the theory that impetus was the cause of the motion of projectiles, which was a first step towards the modern concept of inertia."
25,148,What theory did impetus pave the way for?,[153],"These developments paved the way for the Scientific Revolution, which may also be understood as a resumption of the process of scientific inquiry, halted at the start of the Black Death."
25,149,What did the Oxford Calculators measure?,[147],"The Oxford Calculators began to mathematically analyze the kinematics of motion, making this analysis without considering the causes of motion."
25,150,What year did the Black Death occur?,[148],"In 1348, the Black Death and other disasters sealed a sudden end to the previous period of massive philosophic and scientific development."
25,151,What caused ancient texts to be rediscovered by Byzantine scholars?,[149],"Yet, the rediscovery of ancient texts was improved after the Fall of Constantinople in 1453, when many Byzantine scholars had to seek refuge in the West."
25,152,The invention of printing improved which society?,[150],"Meanwhile, the introduction of printing was to have great effect on European society."
25,153,Printed word enabled what?,[151],The facilitated dissemination of the printed word democratized learning and allowed a faster propagation of new ideas.
25,154,What type of mathematics aided in developing European science?,[152],New ideas also helped to influence the development of European science at this point: not least the introduction of Algebra.
25,155,The focus on learning in the 12th century is referred to as what?,[132],An intellectual revitalization of Europe started with the birth of medieval universities in the 12th century.
25,156,What began at the same time Scholasticism ended?,[154],"The renewal of learning in Europe, that began with 12th century Scholasticism, came to an end about the time of the Black Death, and the initial period of the subsequent Italian Renaissance is sometimes seen as a lull in scientific activity."
25,157,Which era came after Scholasticism?,[154],"The renewal of learning in Europe, that began with 12th century Scholasticism, came to an end about the time of the Black Death, and the initial period of the subsequent Italian Renaissance is sometimes seen as a lull in scientific activity."
25,158,What was the focus of the Northern Renaissance?,[155],"The Northern Renaissance, on the other hand, showed a decisive shift in focus from Aristoteleian natural philosophy to chemistry and the biological sciences (botany, anatomy, and medicine)."
25,159,Which scientist was known for working on human cadavers?,[159],Work by Vesalius on human cadavers found problems with the Galenic view of anatomy.
25,160,What was the Scientific Revolution?,[172],The scientific revolution is a convenient boundary between ancient thought and classical physics.
25,161,What year is considered to be the beginning of the Scientific Revolution?,[179],The beginning of the 20th century brought the start of a revolution in physics.
25,162,What book by Andreas Vesalius was published in 1543?,[161],"The Scientific Revolution is traditionally held by most historians to have begun in 1543, when the books De humani corporis fabrica (On the Workings of the Human Body) by Andreas Vesalius, and also De Revolutionibus, by the astronomer Nicolaus Copernicus, were first printed."
25,163,What was the focus of De Revolutionibus by Nicolaus Copernicus?,[161],"The Scientific Revolution is traditionally held by most historians to have begun in 1543, when the books De humani corporis fabrica (On the Workings of the Human Body) by Andreas Vesalius, and also De Revolutionibus, by the astronomer Nicolaus Copernicus, were first printed."
25,164,What book was printed by Isaac Newton in 1687?,[163],"The period culminated with the publication of the Philosophiæ Naturalis Principia Mathematica in 1687 by Isaac Newton, representative of the unprecedented growth of scientific publications throughout Europe."
25,165,The Age of Reason made way for which movement?,[165],"The 17th century ""Age of Reason"" opened the avenues to the decisive steps towards modern science, which took place during the 18th century ""Age of Enlightenment""."
25,166,What event is considered to be the start of political modernity?,[7],Scientific methods are considered to be so fundamental to modern science that some consider earlier inquiries into nature to be pre-scientific.
25,167,What book did Denis Diderot write?,[162],The thesis of Copernicus' book was that the Earth moved around the Sun.
25,168,Which movement took place during the 19th century?,[165],"The 17th century ""Age of Reason"" opened the avenues to the decisive steps towards modern science, which took place during the 18th century ""Age of Enlightenment""."
25,169,What theory did Darwin introduce?,[39],"Leucippus (5th century BC) introduced atomism, the theory that all matter is made of indivisible, imperishable units called atoms."
25,170,Which physics subject was affected by The Romantic Movement?,[169],The Romantic Movement of the early 19th century reshaped science by opening up new pursuits unexpected in the classical approaches of the Enlightenment.
25,171,What caused Romanticism to end?,[289],The end of the 19th century marks the start of psychology as a scientific enterprise.
25,172,What year did Positivism end?,[289],The end of the 19th century marks the start of psychology as a scientific enterprise.
25,173,Which movement is considered to be a dividing line between ancient thought and classical physics?,[172],The scientific revolution is a convenient boundary between ancient thought and classical physics.
25,174,Who made the heliocentric model popular?,[173],Nicolaus Copernicus revived the heliocentric model of the solar system described by Aristarchus of Samos.
25,175,Johannes Kepler created a model of what?,[174],"This was followed by the first known model of planetary motion given by Johannes Kepler in the early 17th century, which proposed that the planets follow elliptical orbits, with the Sun at one focus of the ellipse."
25,176,What did Johannes Kepler's model suggest about the planets?,[174],"This was followed by the first known model of planetary motion given by Johannes Kepler in the early 17th century, which proposed that the planets follow elliptical orbits, with the Sun at one focus of the ellipse."
25,177,What was Galileo's nickname?,[175],"Galileo (""Father of Modern Physics"") also made use of experiments to validate physical theories, a key element of the scientific method."
25,178,What work was printed by Isaac Newton in 1687?,[163],"The period culminated with the publication of the Philosophiæ Naturalis Principia Mathematica in 1687 by Isaac Newton, representative of the unprecedented growth of scientific publications throughout Europe."
25,179,How many theories were included within the Principia Mathematica?,[176],"In 1687, Isaac Newton published the Principia Mathematica, detailing two comprehensive and successful physical theories: Newton's laws of motion, which led to classical mechanics; and Newton's Law of Gravitation, which describes the fundamental force of gravity."
25,180,What concept did the Law of Gravitation deal with?,[176],"In 1687, Isaac Newton published the Principia Mathematica, detailing two comprehensive and successful physical theories: Newton's laws of motion, which led to classical mechanics; and Newton's Law of Gravitation, which describes the fundamental force of gravity."
25,181,What are Maxwell's equations about?,[178],"These studies led to the unification of the two phenomena into a single theory of electromagnetism, by James Clerk Maxwell (known as Maxwell's equations)."
25,182,What science subject explains anomalous results?,[181],"Beginning in 1900, Max Planck, Albert Einstein, Niels Bohr and others developed quantum theories to explain various anomalous experimental results, by introducing discrete energy levels."
25,183,What year did Einstein discover the theory of general relativity?,[182],"Not only did quantum mechanics show that the laws of motion did not hold on small scales, but even more disturbingly, the theory of general relativity, proposed by Einstein in 1915, showed that the fixed background of spacetime, on which both Newtonian mechanics and special relativity depended, could not exist."
25,184,Quantum theories became which subject in 1925?,[183],"In 1925, Werner Heisenberg and Erwin Schrödinger formulated quantum mechanics, which explained the preceding quantum theories."
25,185,Which scientist noticed the relationship between the speed and distance of galaxies?,[184],"The observation by Edwin Hubble in 1929 that the speed at which galaxies recede positively correlates with their distance, led to the understanding that the universe is expanding, and the formulation of the Big Bang theory by Georges Lemaître."
25,186,Edwin Hubble's discovery about galaxies allowed for which theory by Georges Lemaitre?,[184],"The observation by Edwin Hubble in 1929 that the speed at which galaxies recede positively correlates with their distance, led to the understanding that the universe is expanding, and the formulation of the Big Bang theory by Georges Lemaître."
25,187,Who discovered nuclear fission?,[185],"In 1938 Otto Hahn and Fritz Strassmann discovered nuclear fission with radiochemical methods, and in 1939 Lise Meitner and Otto Robert Frisch wrote the first theoretical interpretation of the fission process, which was later improved by Niels Bohr and John A. Wheeler."
25,188,Who edited the first paper about nuclear fission?,[185],"In 1938 Otto Hahn and Fritz Strassmann discovered nuclear fission with radiochemical methods, and in 1939 Lise Meitner and Otto Robert Frisch wrote the first theoretical interpretation of the fission process, which was later improved by Niels Bohr and John A. Wheeler."
25,189,What event was going on during the creation of the atomic bomb?,[186],"Further developments took place during World War II, which led to the practical application of radar and the development and use of the atomic bomb."
25,190,The atomic bomb was a part of which movement?,[186],"Further developments took place during World War II, which led to the practical application of radar and the development and use of the atomic bomb."
